"Brand","Price","Photo","Model.Number","Engine.Type","Fuel.Type","Fuel.Tank.Capacity..Litres.","Air.Conditioner","Heater","AntiLock.Braking.System","Central.Locking","Power.Steering","Power.Windows","Leather.Seats","Anti.Lock.Braking","Brake.Assist","Central.Locking.1","Power.Door.Locks","Child.Safety.Locks","Night.Rear.View.Mirror","Rear.Seat.Belts","Door.Ajar.Warning","Adjustable.Seats","Crash.Sensor","Engine.Check.Warning","Rear.Camera","Anti.Theft.Device","Touch.Screen","Audio.System.Remote.Control","Speakers.Front...back","Bluetooth.Connectivity","USB...Auxiliary.Input","Adjustable.Steering.Column","Height.Adjustable.Driving.Seat","Digital.Clock","Smoke.Headlamps","Electric.Folding.Rear.View.Mirror","Automatic.Climate.Control","Low.Fuel.Warning.Light","Parking.Sensors","Bottle.Holder","Voice.Control","Seat.Belt.Warning","Vehicle.Stability.Control.System","Engine.Immobilizer","Rear.Reading.Lamp","Radio","Outside.Temperature.Display","Fog.Lights.Front...Back","Centrally.Mounted.Fuel.Tank","CD.Player","DVD.Player","Electric.Adjustable.Seats","Keyless.Entry","Tyre.Pressure.Monitor","Smart.Access.Card.Entry","Xenon.Headlamps","Halogen.Headlamps","Removable.Convertible.Top","Cassette.Player","power_hp","pojemnosc_L","moment_obrotowy_lb_ft","wysokosc_in","dlugosc_in","szerokosc_in","rozstaw_osi_in","przeswit_in","cylindry","bak","skrzynia_biegow","naped","siedzenia","drzwi","waga_lbs","paliwo","city_mpg","highway_mpg","nadwozie"
"Infiniti","48,850","https://www.ccarprice.com/products/Infiniti_QX60_Pure_AWD_2022_1.jpg","QX60 Pure AWD 2022","3.5L V6 Gas","Gasoline","18.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","Yes","","","","",295,3.5,270,69.7,198.2,78,114.2,6.7,6,68,"Automatic","all",7,4,4555,"Petrol",20,25,"SUV"
"Infiniti","54,250","https://www.ccarprice.com/products/Infiniti_QX55_Essential_2023_1.jpg","QX55 Essential 2023","2.0L Turbo Inline-4 Gas","Gasoline","16 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","","",268,2,280,63.8,186.3,74.9,110.2,8.6,4,61,"CVT","all",5,4,4021,"Petrol",NA,NA,"SUV"
"Infiniti","49,150","https://www.ccarprice.com/products/Infiniti_QX55_LUXE_2023_1.jpg","QX55 LUXE 2023","2.0L Turbo Inline-4 Gas","Gasoline","16 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","","",268,2,280,63.8,186.3,74.9,110.2,8.6,4,61,"CVT","all",5,4,4015,"Petrol",NA,NA,"SUV"
"Infiniti","46,850","https://www.ccarprice.com/products/Infiniti_QX60_2022.jpg","QX60 2022","3.5L V6 Gas","Gasoline","18.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","Yes","","","","",295,3.5,270,69.7,198.2,78,114.2,6.7,6,68,"Automatic","front",7,4,3500,"Petrol",NA,NA,"SUV"
"Infiniti","47,800","https://www.ccarprice.com/products/Infiniti_Q50_3.0t_Sensory_2022_1.jpg","Q50 3.0t Sensory 2022","3.0-liter Twin-Turbo V6 Gas","Gasoline","20 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","Yes","","Yes","","",300,3,295,57.2,189.6,71.8,112.2,5.1,6,76,"Automatic","rear",5,4,3812,"Petrol",20,29,"Sedan"
"Infiniti","42,100","https://www.ccarprice.com/products/Infiniti_Q50_3.0t_Luxe_2022_1.jpg","Q50 3.0t Luxe 2022","3.0-liter Twin-Turbo V6 Gas","Gasoline","20 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","","Yes","","",300,3,295,57.2,189.6,71.8,112.2,5.3,6,76,"Automatic","rear",5,4,3781,"Petrol",20,29,"Sedan"
"Infiniti","44,350","https://www.ccarprice.com/products/Infiniti_QX50_Luxe_AWD_2022.jpg","QX50 Luxe AWD 2022","2.0-liter Turbo Inline-4 Gas","Gasoline","16 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","","",268,2,280,66,184.7,74.9,110.2,8.6,4,61,"CVT","all",5,4,4068,"Petrol",22,28,"SUV"
"Infiniti","42,350","https://www.ccarprice.com/products/Infiniti_QX50_Luxe_2022.jpg","QX50 Luxe 2022","2.0L Turbo Inline-4 Gas","Gasoline","16 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","","",268,2,280,66,184.7,74.9,110.2,8.6,4,61,"CVT","front",5,4,3938,"Petrol",23,29,"SUV"
"Infiniti","50,300","https://www.ccarprice.com/products/Infiniti_Q60_3.0t_Luxe_2022.jpg","Q60 3.0t Luxe 2022","3.0L Twin-Turbo V6 Gas","Premium","20 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","","","","",300,3,295,54.5,184.4,72.8,112.2,4.9,6,76,"Automatic","rear",4,2,3889,"Petrol",19,28,"Coupe"
"Infiniti","74,900","https://www.ccarprice.com/products/Infiniti_QX80_Premium_Select_2022.jpg","QX80 Premium Select 2022","5.6-liter V8 Gas","Gasoline","26 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","Yes","","",400,5.6,413,75.8,210.2,79.9,121.1,9.2,8,98,"Automatic","rear",7,5,5706,"Petrol",14,20,"SUV"
"Infiniti","81,750","https://www.ccarprice.com/products/Infiniti_QX80_Sensory_2022.jpg","QX80 Sensory 2022","5.6-liter V8 Gas","Gasoline","26 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","Yes","","",400,5.6,413,75.8,210.2,79.9,121.1,9.2,8,98,"Automatic","rear",7,5,5813,"Petrol",14,20,"SUV"
"Infiniti","57,050","https://www.ccarprice.com/products/Infiniti_QX55_Sensory_2022_1.jpg","QX55 Sensory 2022","2.0L Turbo Inline-4 Gas","Gasoline","16 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","","",268,2,280,63.8,186.3,74.9,110.2,8.6,4,61,"CVT","all",5,4,4065,"Petrol",22,28,"SUV"
"Infiniti","51,600","https://www.ccarprice.com/products/Infiniti_QX55_Essential_2022_1.jpg","QX55 Essential 2022","2.0L Turbo Inline-4 Gas","Gasoline","16 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","","",268,2,280,63.8,186.3,74.9,110.2,8.6,4,61,"CVT","all",5,4,4021,"Petrol",22,28,"SUV"
"Infiniti","46,500","https://www.ccarprice.com/products/Infiniti_QX55_LUXE_2022_1.jpg","QX55 LUXE 2022","2.0L Turbo Inline-4 Gas","Gasoline","16 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","","",268,2,280,63.8,186.3,74.9,110.2,8.6,4,61,"CVT","all",5,4,4015,"Petrol",22,28,"SUV"
"Infiniti","33,879","https://www.ccarprice.com/products/Infiniti-Q50-3.0t-Pure-2022.jpg","Q50 3.0t Pure 2022","3.0-liter Twin-Turbo V6 Gas","Gasoline","20 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","","Yes","","",300,3,295,57.2,189.6,71.8,112.2,5,6,76,"Automatic","rear",5,4,3685,"Petrol",20,29,"Sedan"
"Infiniti","41,750","https://www.ccarprice.com/products/Infiniti_Q60_3.0t_Pure_2022.jpg","Q60 3.0t Pure 2022","3.0-liter Twin-Turbo V6 Gas","Premium","20 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","","","","",300,3,295,54.5,184.4,72.8,112.2,4.9,6,76,"Automatic","rear",4,2,3743,"Petrol",19,28,"Coupe"
"Infiniti","39,000","https://www.ccarprice.com/products/Infiniti-QX50-Pure-2022.jpg","QX50 Pure 2022","2.0L Turbo Inline-4 Gas","Gasoline","16 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","","",268,2,280,66,184.7,74.9,110.2,8.6,4,61,"CVT","front",5,4,3845,"Petrol",23,29,"SUV"
"Infiniti","84,850","https://www.ccarprice.com/products/Infiniti_QX80_Luxe_2022.jpg","QX80 Luxe 2022","5.6-liter V8 Gas","Gasoline","26 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","Yes","","",400,5.6,413,75.8,210.2,79.9,121.1,9.2,8,98,"Automatic","rear",7,5,8500,"Petrol",14,20,"SUV"
"Infiniti","46,850","https://www.ccarprice.com/products/Infiniti_QX60_Pure_2022_1.jpg","QX60 Pure 2022","3.5L V6 Gas","Gasoline","18.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","Yes","","","","",295,3.5,270,69.7,198.2,78,114.2,6.7,6,68,"Automatic","front",7,4,4393,"Petrol",21,26,"SUV"
"Infiniti","46,500","https://www.ccarprice.com/products/Infiniti_QX55_LUXE_2022.jpg","QX55 LUXE 2022","2.0L Turbo Inline-4 Gas","Gasoline","16 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","","","","","",268,2,280,74.9,186.3,63.8,110.2,8.6,4,61,"CVT","all",5,4,4015,"Petrol",NA,NA,"SUV"
"Infiniti","60,100","https://www.ccarprice.com/products/Infiniti-Q60-Red-Sport-400-AWD-2021.jpg","Q60 Red Sport 400 AWD 2021","3.0-liter Twin-Turbo V6 Gas","Premium","20 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","","","","",400,3,350,54.9,184.4,72.8,112.2,4.9,6,76,"Automatic","all",4,2,4047,"Petrol",19,26,"Coupe"
"Infiniti","58,100","https://www.ccarprice.com/products/Infiniti-Q60-Red-Sport-400-RWD-2021.jpg","Q60 Red Sport 400 2021","3.0-liter Twin-Turbo V6 Gas","Premium","20 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","","","","",400,3,350,54.5,184.4,72.8,112.2,4.9,6,76,"Automatic","rear",4,2,3882,"Petrol",20,27,"Coupe"
"Infiniti","52,200","https://www.ccarprice.com/products/Infiniti-Q60-3.0t-Luxe-AWD-2021.jpg","Q60 3.0t Luxe AWD 2021","3.0-liter Twin-Turbo V6 Gas","Premium","20 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","","","","",300,3,295,54.5,184.4,72.8,112.2,4.9,6,76,"Automatic","all",4,2,3950,"Petrol",19,27,"Coupe"
"Jaguar","A","https://www.ccarprice.com/products/Jaguar-I-Pace-HSE-2023_1.jpg","I-Pace HSE 2023","Electric","Electric","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","Yes","Yes","","Yes","Yes","Yes","","Yes","","","","Yes","Yes","Yes","Yes","Yes","","","","","",394,NA,512,61.3,184.3,74.6,117.7,NA,NA,NA,"Automatic","all",5,4,4784,"Electric",70,0,"SUV"
"Jaguar","A","https://www.ccarprice.com/products/Jaguar_F_Type_P300_Convertible_2023.jpg","F-Type P300 Convertible 2023","2.0-liter Turbo Inline-4 Gas","Gasoline","16.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","",296,2,295,51.6,176,74.2,103.2,3.9,NA,61,"Automatic","rear",2,2,3395,"Petrol",23,30,"Custom"
"Jaguar","A","https://www.ccarprice.com/products/Jaguar_E-Pace_P250_SE_2023.jpg","E-Pace P250 SE 2023","2.0L Turbo Inline-4 Gas","Premium","17.7 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","Yes","Yes","Yes","Yes","Yes","","","","","",246,2,269,64.9,173,74.7,105.6,NA,4,64,"Automatic","all",5,4,3925,"Petrol",21,28,"SUV"
"Jaguar","A","https://www.ccarprice.com/products/Jagua_E_Pace_P300_Sport_2023.jpg","E Pace P300 Sport 2023","2.0L Turbo Inline-4 Gas","Premium","17.7 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","Yes","Yes","Yes","Yes","Yes","","","","","",296,2,295,64.9,173,74.7,105.6,NA,4,64,"Automatic","all",5,4,3925,"Petrol",21,27,"SUV"
"Jaguar","A","https://www.ccarprice.com/products/Jaguar_E-Pace_P250_2023.jpg","E-Pace P250 2023","2.0L Turbo Inline-4 Gas","Premium","17.7 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","Yes","","","","",246,2,269,64.9,173,74.7,105.6,NA,4,64,"Automatic","all",5,4,3925,"Petrol",20,26,"SUV"
"Jaguar","86,000","https://www.ccarprice.com/products/Jaguar_F-Type_75_Special_Edition_2023_Price.jpg","F-Type 75 Special Edition 2023","5.0L Supercharged V8","Premium","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","Yes","","","","",444,5,428,51.6,176,74.2,103.2,4.1,8,NA,"Automatic","rear",2,2,3760,"Petrol",17,24,"Coupe"
"Jaguar","71,050","https://www.ccarprice.com/products/Jaguar_F_Type_P450_R_Dynamic_Coupe_2022.jpg","F Type P450 R Dynamic Coupe 2022","5.0L Supercharged V8 Gas","Gasoline","14.2 gallons","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","Yes","Yes","","","","",444,5,428,51.6,176,74.2,103.2,4.1,8,53,"Automatic","rear",4,2,3920,"Petrol",17,24,"Coupe"
"Jaguar","71,300","https://www.ccarprice.com/products/Jaguar_I-Pace_2023_SPecs.jpg","I-Pace 2023","Permanent magnet synchronous motor (150 kW)","Electric","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",394,NA,512,61.3,184.3,74.6,117.7,NA,NA,NA,"Automatic","all",5,4,4784,"Electric",70,0,"SUV"
"Jaguar","47,000","https://www.ccarprice.com/products/Jaguar_XF_Sedan_2023.jpg","XF P250 S 2023","2.0L Turbo Inline-4 Gas","Premium","19.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","Yes","","","","",246,2,269,57.3,195.4,78,116.5,5.3,4,72,"Automatic","rear",5,4,3655,"Petrol",25,33,"Sedan"
"Jaguar","71,300","https://www.ccarprice.com/products/Jaguar_I_Pace_HSE_2023.jpg","I-Pace HSE 2023","Electric","Electric","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","",394,NA,512,61.3,184.3,74.6,117.7,NA,NA,NA,"Automatic","all",5,4,4784,"Electric",70,0,"SUV"
"Jaguar","71,300","https://www.ccarprice.com/products/Jaguar_I_Pace_2023.jpg","I Pace 2023","Permanent magnet synchronous motor (150 kW)","Electric","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",394,NA,512,61.3,184.3,74.6,117.7,NA,NA,NA,"Automatic","all",5,4,4784,"Electric",70,0,"SUV"
"Jaguar","69,900","https://www.ccarprice.com/products/Jaguar_I_Pace_2022.jpg","I Pace 2022","Electric","Electric","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","","","","","Yes","","","Yes","","","","",349,NA,512,61.6,184.3,84.2,117.7,6.5,NA,NA,"Automatic","all",5,4,4702,"Electric",70,0,"SUV"
"Jaguar","76,700","https://www.ccarprice.com/products/Jaguar_F_Type_P450_2023_1.jpg","F Type P450 2023","5.0L Supercharged V8 Gas","Gasoline","14.2 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","","","Yes","Yes","Yes","","","","","","","","Yes","","","","","","","",444,5,428,51.5,176,74.2,103.2,4.1,8,53,"Automatic","rear",5,4,3785,"Petrol",17,24,"Convertible"
"Jaguar","69,900","https://www.ccarprice.com/products/Jaguar_I_Pace.jpg","I Pace","Permanent magnet synchronous motor x2 200 PS (150 kW)","Electric","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",NA,NA,NA,63,187,86,120,NA,NA,NA,"Automatic","all",5,4,4693,"Electric",70,0,"SUV"
"Jaguar","83,900","https://www.ccarprice.com/products/Jaguar_F_Type_P450_R_Dynamic_Coupe_2023.jpg","F-Type P450 R-Dynamic Coupe 2023","5.0L Supercharged V8 Gas","Premium","18.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","Yes","","","","",444,5,428,51.6,176,74.2,103.2,4.1,8,68,"Automatic","all",2,2,3920,"Petrol",16,24,"Convertible"
"Jaguar","85,540","https://www.ccarprice.com/products/Jaguar_I_Pace_EV400_2022_1.jpg","I-Pace EV400 2022","Electric","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",394,NA,515,61.6,184.3,79.1,117.7,6.3,NA,NA,"Automatic","all",5,4,4867,"Electric",70,0,"SUV"
"Jaguar","83,000","https://www.ccarprice.com/products/Jaguar_F-Type_P450_R-Dynamic_Convertible_2022.jpg","F-Type P450 R-Dynamic Convertible 2022","5.0L Supercharged V8 Gas","Premium","18.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","Yes","","","","",444,5,428,51.5,176,74.2,103.2,4.1,8,68,"Automatic","all",2,2,3945,"Petrol",16,24,""
"Jaguar","63,900","https://www.ccarprice.com/products/Jaguar_F_Type_P300_Coupe_2023_1.jpg","F-Type P300 Coupe 2023","3.0L Supercharged V6 Gas","Gasoline","16.6 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","Yes","Yes","Yes","","","","","",380,3,339,51.6,176,74.2,103.2,3.9,NA,61,"Automatic","all",2,2,3351,"Petrol",23,30,"Coupe"
"Jaguar","89,500","https://www.ccarprice.com/products/Jaguar_F_Pace_SVR_2023.jpg","F-Pace SVR 2023","5.0L Supercharged V8 Gas","Premium","21.7 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","","","","","","",550,5,516,65.7,187.5,81.5,113.2,8.3,8,79,"Automatic","all",5,4,4535,"Petrol",15,21,"SUV"
